rank,lemma,reading,score,model_score,correction_delta,band,current,delta,core_rank,candidate_state,correction_types,display_form,admission_override,topic_stretch_allowed,correction_status,correction_rationale,manual_correction_active,manual_review,manual_note,review_flags,exact_commonness,jlpt_exact_known,jlpt_raw_exact_known,jlpt_normalized_only_known,lesson_known,kana_preferred,rare_wago_obscure_written,kanji_surface,same_surface_risk,hard_form,soft_form,reading_inheritance,tail_guard,suspicion_full
7146,大蔵,おおくら,0.371325,0.371325,0.0,0.35-0.40,0.368669,0.002655,9024.0,normal_vocab,,,,,,,,,,,0.293241,0.0,0.0,0.0,0.0,0.0,0.18707,1.0,0.0,0.0,0.0,1.0,0.18707,0.367437
7147,闇黒,やみくろ,0.371398,0.371398,0.0,0.35-0.40,0.371398,0.0,,normal_vocab,,,,,,,,,,,0.012422,0.0,0.0,0.0,0.0,0.0,0.259239,1.0,0.0,0.0,1.0,0.0,0.987578,0.345652
7148,コント,こんと,0.371415,0.371415,0.0,0.35-0.40,0.371415,0.0,11065.0,normal_vocab,,,,,,,,,,,0.112383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7149,フェニックス,ふぇにっくす,0.371432,0.371432,0.0,0.35-0.40,0.371432,0.0,23544.0,normal_vocab,,,,,,,,,,,0.112383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7150,灰色,はいいろ,0.371449,0.371449,0.0,0.35-0.40,0.371449,0.0,11065.0,normal_vocab,,,,,,,,,,,0.23016,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.913829
7151,年上,としうえ,0.371466,0.371466,0.0,0.35-0.40,0.371466,0.0,5831.0,normal_vocab,,,,,,,,,,,0.560818,0.0,0.0,0.0,0.0,0.0,0.088078,1.0,0.0,0.0,0.0,1.0,0.091725,0.0
7152,証人,しょうにん,0.371483,0.371483,0.0,0.35-0.40,0.371483,0.0,9024.0,normal_vocab,,,,,,,,,,,0.270545,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.798441
7153,部署,ぶしょ,0.3715,0.3715,0.0,0.35-0.40,0.3715,0.0,7282.0,normal_vocab,,,,,,,,,,,0.428909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.121091
7154,戦士,せんし,0.371517,0.371517,0.0,0.35-0.40,0.371517,0.0,17861.0,normal_vocab,,,,,,,,,,,0.194607,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.2625
7155,どん,どん,0.371524,0.371524,0.0,0.35-0.40,0.368619,0.002905,14690.0,normal_vocab,,,,,,,,,,,0.179034,0.0,0.0,0.0,0.0,0.0,0.017959,0.0,0.0,1.0,0.0,0.0,0.03053,0.35
7156,中期,ちゅうき,0.371534,0.371534,0.0,0.35-0.40,0.371534,0.0,9024.0,normal_vocab,,,,,,,,,,,0.270545,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.139727
7157,目玉,めだま,0.371551,0.371551,0.0,0.35-0.40,0.371551,0.0,5551.0,normal_vocab,,,,,,,,,,,0.586273,0.0,0.0,0.0,0.0,0.0,0.196769,1.0,0.0,0.0,0.0,1.0,0.196769,0.0
7158,都度,つど,0.371568,0.371568,0.0,0.35-0.40,0.371568,0.0,8378.0,normal_vocab,,,,,,,,,,,0.329273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.220727
7159,助言,じょげん,0.371585,0.371585,0.0,0.35-0.40,0.371585,0.0,3607.0,normal_vocab,,,,,,,,,,,0.763,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
7160,真っ暗,まっくら,0.371602,0.371602,0.0,0.35-0.40,0.371602,0.0,5331.0,normal_vocab,,,,,,,,,,,0.606273,1.0,1.0,0.0,0.0,0.0,0.183612,1.0,0.0,1.0,0.0,1.0,0.239302,0.0
7161,換気,かんき,0.371619,0.371619,0.0,0.35-0.40,0.371619,0.0,11065.0,normal_vocab,,,,,,,,,,,0.205844,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7162,察する,さっする,0.371636,0.371636,0.0,0.35-0.40,0.371636,0.0,7789.0,normal_vocab,,,,,,,,,,,0.382818,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.477662
7163,暴走,ぼうそう,0.371653,0.371653,0.0,0.35-0.40,0.371653,0.0,8378.0,normal_vocab,,,,,,,,,,,0.329273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.055182
7164,甲,こう,0.371686,0.371686,0.0,0.35-0.40,0.371686,0.0,6838.0,normal_vocab,,,,,,,,,,,0.469273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.230649
7165,サリン,さりん,0.371703,0.371703,0.0,0.35-0.40,0.371703,0.0,5133.0,normal_vocab,,,,,,,,,,,0.624273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7166,メタン,めたん,0.37172,0.37172,0.0,0.35-0.40,0.37172,0.0,17861.0,normal_vocab,,,,,,,,,,,0.111854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7167,手掛かり,てがかり,0.371737,0.371737,0.0,0.35-0.40,0.371737,0.0,7282.0,normal_vocab,,,,,,,,,,,0.428909,1.0,1.0,0.0,0.0,0.0,0.242663,1.0,0.0,1.0,1.0,1.0,0.242663,0.345974
7168,実務,じつむ,0.371754,0.371754,0.0,0.35-0.40,0.371754,0.0,3703.0,normal_vocab,,,,,,,,,,,0.754273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7169,速やか,すみやか,0.371771,0.371771,0.0,0.35-0.40,0.371771,0.0,5551.0,normal_vocab,,,,,,,,,,,0.586273,0.0,0.0,0.0,0.0,0.0,0.186302,1.0,0.0,0.0,0.0,1.0,0.186302,0.0
7170,裂く,さく,0.371805,0.371805,0.0,0.35-0.40,0.371805,0.0,11065.0,normal_vocab,,,,,,,,,,,0.213945,1.0,1.0,0.0,0.0,0.0,0.275119,1.0,0.0,0.0,1.0,1.0,1.0,0.960157
7171,ごまかす,ごまかす,0.371822,0.371822,0.0,0.35-0.40,0.371822,0.0,9024.0,normal_vocab,,,,,,,,,,,0.270545,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.558909
7172,サンノゼ,さんのぜ,0.371856,0.371856,0.0,0.35-0.40,0.371856,0.0,23544.0,deprioritized_vocab,,,,,,,,,,,0.011644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7173,蝦,えび,0.37194,0.37194,0.0,0.35-0.40,0.317002,0.054938,5133.0,normal_vocab,,,,,,,,,,,0.624273,0.0,0.0,0.0,0.0,1.0,0.227717,1.0,0.0,0.0,1.0,0.25,0.227717,0.0
7174,重症,じゅうしょう,0.372127,0.372127,0.0,0.35-0.40,0.372127,0.0,6838.0,normal_vocab,,,,,,,,,,,0.469273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.060545
7175,甘える,あまえる,0.372144,0.372144,0.0,0.35-0.40,0.372144,0.0,7282.0,normal_vocab,,,,,,,,,,,0.428909,1.0,1.0,0.0,0.0,0.0,0.190679,1.0,0.0,0.0,0.0,1.0,0.190679,0.345974
7176,名刺,めいし,0.372161,0.372161,0.0,0.35-0.40,0.372161,0.0,9898.0,normal_vocab,,,,,,,,,,,0.221882,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.23437
7177,町並み,まちなみ,0.372178,0.372178,0.0,0.35-0.40,0.372178,0.0,6838.0,normal_vocab,,,,,,,,,,,0.469273,0.0,0.0,0.0,0.0,0.0,0.192113,1.0,0.0,0.0,0.0,1.0,0.192113,0.080727
7178,矢印,やじるし,0.372195,0.372195,0.0,0.35-0.40,0.372195,0.0,12560.0,normal_vocab,,,,,,,,,,,0.176296,1.0,1.0,0.0,0.0,0.0,0.259467,1.0,0.0,0.0,0.0,0.0,0.259467,0.259467
7179,厚み,あつみ,0.372207,0.372207,0.0,0.35-0.40,0.367093,0.005114,11065.0,normal_vocab,,,,,,,,,,,0.179546,0.0,0.0,0.0,0.0,0.0,0.201011,1.0,0.0,0.0,1.0,1.0,0.201011,0.35
7180,好意,こうい,0.372212,0.372212,0.0,0.35-0.40,0.372212,0.0,7789.0,normal_vocab,,,,,,,,,,,0.382818,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.477662
7181,殻,から,0.372229,0.372229,0.0,0.35-0.40,0.372229,0.0,14690.0,normal_vocab,,,,,,,,,,,0.207843,1.0,1.0,0.0,0.0,1.0,0.277255,1.0,0.0,1.0,1.0,1.0,1.0,0.977591
7182,同級,どうきゅう,0.372246,0.372246,0.0,0.35-0.40,0.372246,0.0,5831.0,normal_vocab,,,,,,,,,,,0.560818,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0
7183,枚,ばい,0.372257,0.372257,0.0,0.35-0.40,0.359059,0.013198,,normal_vocab,,,,,,,,,,,0.028074,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.25,0.971926,0.971926
7184,商工,しょうこう,0.372263,0.372263,0.0,0.35-0.40,0.372263,0.0,5133.0,normal_vocab,,,,,,,,,,,0.624273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
7185,刑,けい,0.37228,0.37228,0.0,0.35-0.40,0.37228,0.0,9898.0,normal_vocab,,,,,,,,,,,0.256466,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.419334
7186,クロック,くろっく,0.372297,0.372297,0.0,0.35-0.40,0.372297,0.0,9898.0,normal_vocab,,,,,,,,,,,0.191091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7187,警報,けいほう,0.372314,0.372314,0.0,0.35-0.40,0.372314,0.0,5551.0,normal_vocab,,,,,,,,,,,0.586273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7188,親しむ,したしむ,0.372331,0.372331,0.0,0.35-0.40,0.372331,0.0,4556.0,normal_vocab,,,,,,,,,,,0.676727,1.0,1.0,0.0,0.0,0.0,0.188131,1.0,0.0,0.0,0.0,1.0,0.209631,0.0
7189,励ます,はげます,0.372398,0.372398,0.0,0.35-0.40,0.372398,0.0,6126.0,normal_vocab,,,,,,,,,,,0.534,1.0,1.0,0.0,0.0,0.0,0.269058,1.0,0.0,0.0,1.0,1.0,1.0,0.045714
7190,止まり,とまり,0.372399,0.372399,0.0,0.35-0.40,0.138559,0.23384,23544.0,normal_vocab,,,,,,,,,,,0.084618,0.0,0.0,0.0,0.0,0.0,0.404083,1.0,0.0,0.0,0.0,0.75,0.404083,0.2625
7191,着実,ちゃくじつ,0.372415,0.372415,0.0,0.35-0.40,0.372415,0.0,2551.0,normal_vocab,,,,,,,,,,,0.859,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
7192,舞う,まう,0.372432,0.372432,0.0,0.35-0.40,0.372432,0.0,9898.0,normal_vocab,,,,,,,,,,,0.218922,1.0,1.0,0.0,0.0,0.0,0.191364,1.0,0.0,0.0,0.0,1.0,0.220935,0.945937
7193,恐竜,きょうりゅう,0.372449,0.372449,0.0,0.35-0.40,0.372449,0.0,12560.0,normal_vocab,,,,,,,,,,,0.183547,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0875
7194,浸かる,つかる,0.372463,0.372463,0.0,0.35-0.40,0.367619,0.004844,17861.0,normal_vocab,,,,,,,,,,,0.22522,0.0,0.0,0.0,0.0,0.0,0.244056,1.0,0.0,0.0,0.0,1.0,0.244056,0.32478
7195,庁舎,ちょうしゃ,0.372466,0.372466,0.0,0.35-0.40,0.372466,0.0,4715.0,normal_vocab,,,,,,,,,,,0.662273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
7196,ノイローゼ,のいろーぜ,0.372483,0.372483,0.0,0.35-0.40,0.372483,0.0,17861.0,normal_vocab,,,,,,,,,,,0.111055,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7197,日産,にっさん,0.3725,0.3725,0.0,0.35-0.40,0.3725,0.0,7789.0,deprioritized_vocab,,,,,,,,,,,0.382818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.167182
7198,訂正,ていせい,0.372517,0.372517,0.0,0.35-0.40,0.372517,0.0,14690.0,normal_vocab,,,,,,,,,,,0.230897,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.911723
7199,さび,さび,0.37252,0.37252,0.0,0.35-0.40,0.371839,0.000681,23544.0,normal_vocab,,,,,,,,,,,0.011644,0.0,0.0,0.0,0.0,0.0,0.02162,0.0,0.0,0.0,1.0,0.0,0.060421,0.7
7200,西瓜,すいか,0.372534,0.372534,0.0,0.35-0.40,0.372534,0.0,9024.0,normal_vocab,,,,,,,,,,,0.270545,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.279454
7201,尿,にょう,0.372551,0.372551,0.0,0.35-0.40,0.372551,0.0,6457.0,normal_vocab,,,,,,,,,,,0.503909,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.131688
7202,神宮,じんぐう,0.372568,0.372568,0.0,0.35-0.40,0.372568,0.0,4911.0,normal_vocab,,,,,,,,,,,0.644455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7203,引き付ける,ひきつける,0.372683,0.372683,0.0,0.35-0.40,0.369669,0.003014,9024.0,normal_vocab,,,,,,,,,,,0.270545,0.0,0.0,0.0,0.0,0.0,0.19056,1.0,0.0,0.0,0.0,1.0,0.19056,0.279454
7204,委ねる,ゆだねる,0.372684,0.372684,0.0,0.35-0.40,0.372364,0.00032,7282.0,normal_vocab,,,,,,,,,,,0.428909,0.0,0.0,0.0,0.0,0.0,0.187205,1.0,0.0,0.0,0.0,1.0,0.187205,0.121091
7205,内臓,ないぞう,0.372805,0.372805,0.0,0.35-0.40,0.372805,0.0,7789.0,normal_vocab,,,,,,,,,,,0.382818,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.477662
7206,難,なん,0.372839,0.372839,0.0,0.35-0.40,0.372839,0.0,6457.0,normal_vocab,,,,,,,,,,,0.503909,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.065844
7207,本線,ほんせん,0.372856,0.372856,0.0,0.35-0.40,0.372856,0.0,17861.0,normal_vocab,,,,,,,,,,,0.204096,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.172952
7208,射撃,しゃげき,0.372873,0.372873,0.0,0.35-0.40,0.372873,0.0,9898.0,normal_vocab,,,,,,,,,,,0.191091,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7209,寮,りょう,0.37289,0.37289,0.0,0.35-0.40,0.37289,0.0,5133.0,normal_vocab,,,,,,,,,,,0.624273,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
7210,津波,つなみ,0.372907,0.372907,0.0,0.35-0.40,0.372907,0.0,2904.0,normal_vocab,,,,,,,,,,,0.826909,1.0,1.0,0.0,0.0,0.0,0.259259,1.0,0.0,0.0,1.0,1.0,0.259259,0.0
7211,一括,いっかつ,0.372924,0.372924,0.0,0.35-0.40,0.372924,0.0,6126.0,normal_vocab,,,,,,,,,,,0.534,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.045714
7212,ルックス,るっくす,0.372941,0.372941,0.0,0.35-0.40,0.372941,0.0,12560.0,normal_vocab,,,,,,,,,,,0.110519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7213,昆虫,こんちゅう,0.372992,0.372992,0.0,0.35-0.40,0.372992,0.0,11065.0,normal_vocab,,,,,,,,,,,0.223407,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.233281
7214,立ち寄る,たちよる,0.373008,0.373008,0.0,0.35-0.40,0.373008,0.0,7789.0,normal_vocab,,,,,,,,,,,0.382818,1.0,1.0,0.0,0.0,0.0,0.190792,1.0,0.0,1.0,0.0,1.0,0.195056,0.477662
7215,蜂蜜,はちみつ,0.373025,0.373025,0.0,0.35-0.40,0.373025,0.0,11065.0,normal_vocab,,,,,,,,,,,0.186082,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
7216,農村,のうそん,0.373042,0.373042,0.0,0.35-0.40,0.373042,0.0,3402.0,normal_vocab,,,,,,,,,,,0.781636,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7217,自作,じさく,0.373059,0.373059,0.0,0.35-0.40,0.373059,0.0,6838.0,normal_vocab,,,,,,,,,,,0.469273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.080727
7218,構図,こうず,0.373076,0.373076,0.0,0.35-0.40,0.373076,0.0,6838.0,normal_vocab,,,,,,,,,,,0.469273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.040364
7219,エゴ,えご,0.373093,0.373093,0.0,0.35-0.40,0.373093,0.0,14690.0,normal_vocab,,,,,,,,,,,0.110249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7220,今季,こんき,0.373127,0.373127,0.0,0.35-0.40,0.373127,0.0,2664.0,normal_vocab,,,,,,,,,,,0.848727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0
7221,悲惨,ひさん,0.373144,0.373144,0.0,0.35-0.40,0.373144,0.0,6457.0,normal_vocab,,,,,,,,,,,0.503909,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.092182
7222,環,かん,0.373152,0.373152,0.0,0.35-0.40,0.270823,0.102329,23544.0,normal_vocab,,,,,,,,,,,0.145505,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0
7223,呆れる,あきれる,0.373161,0.373161,0.0,0.35-0.40,0.373161,0.0,9024.0,normal_vocab,,,,,,,,,,,0.270545,1.0,1.0,0.0,0.0,0.0,0.140366,1.0,0.0,0.0,1.0,1.0,0.140366,0.798441
7224,麻酔,ますい,0.373178,0.373178,0.0,0.35-0.40,0.373178,0.0,7282.0,normal_vocab,,,,,,,,,,,0.428909,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.345974
7225,寺院,じいん,0.373195,0.373195,0.0,0.35-0.40,0.373195,0.0,8378.0,normal_vocab,,,,,,,,,,,0.329273,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7226,沼,ぬま,0.373212,0.373212,0.0,0.35-0.40,0.373212,0.0,12560.0,normal_vocab,,,,,,,,,,,0.202713,1.0,1.0,0.0,0.0,0.0,0.251145,1.0,0.0,0.0,0.0,0.0,0.251145,0.249199
7227,乾杯,かんぱい,0.373246,0.373246,0.0,0.35-0.40,0.373246,0.0,14690.0,normal_vocab,,,,,,,,,,,0.173064,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
7228,電動,でんどう,0.373263,0.373263,0.0,0.35-0.40,0.373263,0.0,4715.0,normal_vocab,,,,,,,,,,,0.662273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0
7229,テレグラフ,てれぐらふ,0.37328,0.37328,0.0,0.35-0.40,0.37328,0.0,23544.0,normal_vocab,,,,,,,,,,,0.010067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7230,足音,あしおと,0.373306,0.373306,0.0,0.35-0.40,0.370653,0.002654,14690.0,normal_vocab,,,,,,,,,,,0.223487,0.0,0.0,0.0,0.0,0.0,0.122301,1.0,0.0,0.0,1.0,1.0,0.122301,0.326513
7231,密着,みっちゃく,0.373466,0.373466,0.0,0.35-0.40,0.373466,0.0,5551.0,normal_vocab,,,,,,,,,,,0.586273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7232,民,たみ,0.373477,0.373477,0.0,0.35-0.40,0.369398,0.004079,11065.0,normal_vocab,,,,,,,,,,,0.140581,0.0,0.0,0.0,0.0,0.0,0.135358,1.0,0.0,0.0,0.0,0.5,0.135358,0.280147
7233,尾,お,0.373483,0.373483,0.0,0.35-0.40,0.373483,0.0,17861.0,normal_vocab,,,,,,,,,,,0.219339,1.0,1.0,0.0,0.0,0.0,0.245908,1.0,0.0,0.0,0.0,0.0,0.245908,0.232321
7234,戦術,せんじゅつ,0.3735,0.3735,0.0,0.35-0.40,0.3735,0.0,5331.0,normal_vocab,,,,,,,,,,,0.606273,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0
7235,感性,かんせい,0.373517,0.373517,0.0,0.35-0.40,0.373517,0.0,7282.0,normal_vocab,,,,,,,,,,,0.428909,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7236,誠実,せいじつ,0.373568,0.373568,0.0,0.35-0.40,0.373568,0.0,6457.0,normal_vocab,,,,,,,,,,,0.503909,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.131688
7237,メカ,めか,0.373585,0.373585,0.0,0.35-0.40,0.373585,0.0,9898.0,normal_vocab,,,,,,,,,,,0.191091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7238,タイト,たいと,0.373602,0.373602,0.0,0.35-0.40,0.373602,0.0,17861.0,normal_vocab,,,,,,,,,,,0.109979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7239,菊,きく,0.373619,0.373619,0.0,0.35-0.40,0.373619,0.0,,normal_vocab,,,,,,,,,,,0.220742,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.779258,0.256577
7240,なな,なな,0.37362,0.37362,0.0,0.35-0.40,0.110636,0.262984,23544.0,normal_vocab,,,,,,,,,,,0.000882,0.0,0.0,0.0,0.0,0.0,0.021856,0.0,0.0,1.0,1.0,0.0,0.062342,1.0
7241,切り替え,きりかえ,0.373636,0.373636,0.0,0.35-0.40,0.373636,0.0,6838.0,normal_vocab,,,,,,,,,,,0.469273,0.0,0.0,0.0,0.0,0.0,0.198834,1.0,0.0,0.0,0.0,1.0,0.205545,0.080727
7242,重たい,おもたい,0.373653,0.373653,0.0,0.35-0.40,0.373653,0.0,9898.0,normal_vocab,,,,,,,,,,,0.191091,1.0,1.0,0.0,0.0,0.0,0.135782,1.0,0.0,0.0,0.0,0.75,0.219751,0.75
7243,味付け,あじつけ,0.373662,0.373662,0.0,0.35-0.40,0.362449,0.011212,7789.0,normal_vocab,,,,,,,,,,,0.382818,0.0,0.0,0.0,0.0,0.0,0.193419,1.0,0.0,1.0,0.0,1.0,0.193419,0.167182
7244,顔色,かおいろ,0.37367,0.37367,0.0,0.35-0.40,0.37367,0.0,6126.0,normal_vocab,,,,,,,,,,,0.534,0.0,0.0,0.0,0.0,0.0,0.215124,1.0,0.0,1.0,0.0,0.5,0.215124,0.022867
7245,補強,ほきょう,0.373686,0.373686,0.0,0.35-0.40,0.373686,0.0,9024.0,normal_vocab,,,,,,,,,,,0.270545,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.19961
7246,土日,どにち,0.373703,0.373703,0.0,0.35-0.40,0.373703,0.0,6838.0,normal_vocab,,,,,,,,,,,0.469273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.080727
7247,洗剤,せんざい,0.37372,0.37372,0.0,0.35-0.40,0.37372,0.0,5831.0,normal_vocab,,,,,,,,,,,0.560818,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
7248,実体,じったい,0.373737,0.373737,0.0,0.35-0.40,0.373737,0.0,17861.0,normal_vocab,,,,,,,,,,,0.228064,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.463808
7249,参入,さんにゅう,0.373754,0.373754,0.0,0.35-0.40,0.373754,0.0,2007.0,normal_vocab,,,,,,,,,,,0.908455,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7250,炎症,えんしょう,0.373771,0.373771,0.0,0.35-0.40,0.373771,0.0,17861.0,normal_vocab,,,,,,,,,,,0.19937,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0875
7251,只管,ひたすら,0.373781,0.373781,0.0,0.35-0.40,0.320752,0.053029,5331.0,normal_vocab,,,,,,,,,,,0.606273,0.0,0.0,0.0,0.0,1.0,0.230695,1.0,0.0,0.0,1.0,1.0,0.230695,0.0
7252,日韓,にっかん,0.373788,0.373788,0.0,0.35-0.40,0.373788,0.0,5831.0,normal_vocab,,,,,,,,,,,0.560818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7253,交える,まじえる,0.373822,0.373822,0.0,0.35-0.40,0.373822,0.0,7282.0,normal_vocab,,,,,,,,,,,0.428909,1.0,1.0,0.0,0.0,0.0,0.193086,1.0,0.0,1.0,1.0,1.0,0.193086,0.345974
7254,出生,しゅっしょう,0.373839,0.373839,0.0,0.35-0.40,0.373839,0.0,3830.0,normal_vocab,,,,,,,,,,,0.742727,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7255,ノウハウ,のうはう,0.373873,0.373873,0.0,0.35-0.40,0.373873,0.0,2609.0,normal_vocab,,,,,,,,,,,0.853727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7256,球団,きゅうだん,0.37389,0.37389,0.0,0.35-0.40,0.37389,0.0,3703.0,normal_vocab,,,,,,,,,,,0.754273,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0
