rank,lemma,reading,score,model_score,correction_delta,band,spalex_rank,candidate_state,pos,pos_bucket,correction_types,display_form,admission_override,topic_stretch_allowed,correction_status,correction_rationale,manual_correction_active,review_flags,translations,wordfreq_zipf,learner_source_known,learner_source_count,cognate_rescue,false_friend_caution,pos_function_risk,pos_other_risk,dict_marked_usage_risk,weak_form_risk,dictionary_sense_count,dictionary_entry_count,dictionary_marked_terms
5952,radar,,0.472943,0.472943,0.0,0.45-0.50,4573.0,normal_vocab,noun,noun,,,,,,,,,radar; speed camera,3.82,1.0,0.333333,0.460391,0.086698,0.0,0.0,0.0,0.0,2,1,
5953,debilidad,,0.473046,0.473046,0.0,0.45-0.50,2555.0,normal_vocab,noun,noun,,,,,,,,,debility; weakness,4.18,1.0,0.333333,0.056502,0.019594,0.0,0.0,0.0,0.066667,2,1,
5954,mesero,,0.473049,0.473049,0.0,0.45-0.50,20592.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",waiter,3.23,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
5955,reactor,,0.473052,0.473052,0.0,0.45-0.50,4060.0,normal_vocab,noun,noun,,,,,,,,,jet engine; rocket engine; atomic reactor,3.59,1.0,0.333333,0.428808,0.173396,0.0,0.0,0.0,0.0,4,1,
5956,audiovisual,,0.473053,0.473053,0.0,0.45-0.50,3358.0,normal_vocab,adjective,adjective,,,,,,,,,audiovisual,3.78,1.0,0.333333,0.359777,0.0,0.0,0.0,0.0,0.133333,1,1,
5957,admirable,,0.473097,0.473097,0.0,0.45-0.50,3734.0,normal_vocab,adjective,adjective,,,,,,,,,admirable,3.65,1.0,0.333333,0.386892,0.0,0.0,0.0,0.0,0.066667,1,1,
5958,inaceptable,,0.473128,0.473128,0.0,0.45-0.50,2874.0,normal_vocab,adjective,adjective,,,,,,,,,unacceptable,3.7,1.0,0.333333,0.30179,0.0,0.0,0.0,0.0,0.133333,1,1,
5959,espacial,,0.473143,0.473143,0.0,0.45-0.50,1874.0,normal_vocab,adjective,adjective,,,,,,,,,spatial (pertaining to the dimension of space); spatial (pertaining to outer space),4.17,1.0,0.333333,0.188096,0.041067,0.0,0.0,0.0,0.033333,2,1,
5960,afirmación,,0.47322,0.47322,0.0,0.45-0.50,2387.0,normal_vocab,noun,noun,,,,,,,,,claim or statement of something believed to be true,4.14,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.12,1,1,
5961,rodaja,,0.473266,0.473266,0.0,0.45-0.50,20698.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",a circular slice,2.65,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
5962,relieve,,0.473287,0.473287,0.0,0.45-0.50,2106.0,normal_vocab,noun,noun,,,,,,,,,relief (protrusion),3.97,1.0,0.333333,0.201341,0.0,0.0,0.0,0.0,0.0,1,1,
5963,bongo,,0.473307,0.473307,0.0,0.45-0.50,16998.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",bongo (tragelaphus eurycerus); large canoe,2.83,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.0,2,2,
5964,diversidad,,0.473337,0.473337,0.0,0.45-0.50,1638.0,normal_vocab,noun,noun,,,,,,,,,diversity,4.38,1.0,0.333333,0.147188,0.0,0.0,0.0,0.0,0.1,1,1,
5965,juventud,,0.473343,0.473343,0.0,0.45-0.50,1068.0,normal_vocab,noun,noun,,,,,,,,,"youth; a youth, young person",4.66,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.033333,2,1,
5966,matricular,,0.473372,0.473372,0.0,0.45-0.50,21239.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar","to enroll, to register, to matriculate",2.37,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.1,1,1,
5967,embarazado,,0.4734,0.4734,0.0,0.45-0.50,19325.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",pregnant; uncomfortable,2.89,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.1,2,1,
5968,ingreso,,0.473413,0.473413,0.0,0.45-0.50,1933.0,normal_vocab,noun,noun,,,,,,,,,"entrance, ingress; income; deposit",4.6,1.0,0.333333,0.198021,0.085754,0.0,0.0,0.0,0.0,3,1,
5969,infinito,,0.473415,0.473415,0.0,0.45-0.50,2631.0,normal_vocab,noun,noun,,,,,,,,,"infinite; unlimited, boundless, unbounded; endless, countless",4.09,1.0,0.333333,0.282281,0.227056,0.0,0.0,0.0,0.033333,6,3,
5970,lija,,0.473438,0.473438,0.0,0.45-0.50,20770.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",sandpaper; dogfish,2.92,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.0,2,1,
5971,embotellado,,0.473441,0.473441,0.0,0.45-0.50,21158.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",bottling (act of putting liquid into bottles),2.59,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.133333,1,1,
5972,aparente,,0.473458,0.473458,0.0,0.45-0.50,2863.0,normal_vocab,adjective,adjective,,,,,,,,,apparent; seeming,4.05,1.0,0.333333,0.313745,0.058179,0.0,0.0,0.0,0.033333,2,1,
5973,cuatrimestre,,0.473465,0.473465,0.0,0.45-0.50,19923.0,normal_vocab,noun,noun,,,,,,,,,period of four months; that is four months long,3.17,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.166667,2,2,
5974,playero,,0.473495,0.473495,0.0,0.45-0.50,21091.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar","beach; having horns pointing horizontally out; any of several species of sandpiper, in the genus calidris",2.73,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.0,5,2,
5975,generar,,0.47352,0.47352,0.0,0.45-0.50,2340.0,normal_vocab,verb,verb,,,,,,,,,"to generate, to create, to produce, to cause; to engender, to breed",4.55,1.0,0.333333,0.248331,0.041067,0.0,0.0,0.0,0.0,2,1,
5976,calambre,,0.473538,0.473538,0.0,0.45-0.50,20772.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",cramp; electric shock,2.79,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.033333,2,1,
5977,aragonés,,0.473601,0.473601,0.0,0.45-0.50,3873.0,normal_vocab,adjective,adjective,,,,,,,,,aragonese; aragonese (language),3.45,1.0,0.333333,0.2113,0.134201,0.0,0.0,0.0,0.053333,2,2,
5978,duelo,,0.47362,0.47362,0.0,0.45-0.50,2759.0,normal_vocab,noun,noun,,,,,,,,,sorrow; mourning; duel,4.2,1.0,0.333333,0.296367,0.127708,0.0,0.0,0.0,0.0,3,2,
5979,implantar,,0.473648,0.473648,0.0,0.45-0.50,5841.0,normal_vocab,verb,verb,,,,,,,,,to implant; to pass (a law); to introduce oneself,3.54,1.0,0.333333,0.277241,0.108831,0.0,0.0,0.0,0.066667,4,1,
5980,estatuto,,0.473684,0.473684,0.0,0.45-0.50,1013.0,normal_vocab,noun,noun,,,,,,,,missing_translation,,4.0,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.033333,0,0,
5981,prisionero,,0.473703,0.473703,0.0,0.45-0.50,3240.0,normal_vocab,noun,noun,,,,,,,,,prisoner,4.04,1.0,0.333333,0.336968,0.0,0.0,0.0,0.0,0.1,1,1,
5982,desgracia,,0.473767,0.473767,0.0,0.45-0.50,1377.0,normal_vocab,noun,noun,,,,,,,,,"disgrace; misfortune, bad luck; accident, disaster",4.39,1.0,0.333333,0.096692,0.031056,0.0,0.0,0.0,0.066667,3,1,
5983,trono,,0.473857,0.473857,0.0,0.45-0.50,1496.0,normal_vocab,noun,noun,,,,,,,,,throne,4.13,1.0,0.333333,0.121141,0.0,0.0,0.0,0.0,0.0,1,1,
5984,dineral,,0.473931,0.473931,0.0,0.45-0.50,21471.0,normal_vocab,noun,noun,,,,,,,,missing_translation,,2.83,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
5985,racial,,0.473984,0.473984,0.0,0.45-0.50,4495.0,normal_vocab,adjective,adjective,,,,,,,,,racial,3.8,1.0,0.333333,0.451499,0.0,0.0,0.0,0.0,0.0,1,1,
5986,caballería,,0.474044,0.474044,0.0,0.45-0.50,2410.0,normal_vocab,noun,noun,,,,,,,,,cavalry (soldiers mounted on horses); cavalry (a soldier mounted on a horse); mount (any animal used for riding),3.94,1.0,0.333333,0.25,0.224111,0.0,0.0,0.0,0.12,6,1,
5987,jurídico,,0.474045,0.474045,0.0,0.45-0.50,1304.0,normal_vocab,adjective,adjective,,,,,,,,,juridical; legal,4.18,1.0,0.333333,0.133901,0.046436,0.0,0.0,0.0,0.053333,2,1,
5988,ética,,0.474061,0.474061,0.0,0.45-0.50,1960.0,normal_vocab,noun,noun,,,,,,,,,ethic; ethics; morality,4.32,1.0,0.333333,0.195243,0.041067,0.0,0.0,0.0,0.02,2,1,
5989,acusación,,0.474124,0.474124,0.0,0.45-0.50,2560.0,normal_vocab,noun,noun,,,,,,,,,accusation,4.1,1.0,0.333333,0.272275,0.0,0.0,0.0,0.0,0.086667,1,1,
5990,ideología,,0.474167,0.474167,0.0,0.45-0.50,2353.0,normal_vocab,noun,noun,,,,,,,,,ideology,4.3,1.0,0.333333,0.243212,0.0,0.0,0.0,0.0,0.086667,1,1,
5991,tortura,,0.474173,0.474173,0.0,0.45-0.50,2754.0,normal_vocab,noun,noun,,,,,,,,,torture (intentional causing of somebody experiencing agony),4.13,1.0,0.333333,0.279913,0.0,0.0,0.0,0.0,0.0,1,1,
5992,complemento,,0.474325,0.474325,0.0,0.45-0.50,4009.0,normal_vocab,noun,noun,,,,,,,,,complement; object; perfection,3.89,1.0,0.333333,0.396869,0.17608,0.0,0.0,0.0,0.133333,5,1,
5993,tenor,,0.474421,0.474421,0.0,0.45-0.50,3401.0,normal_vocab,noun,noun,,,,,,,,marked_usage,"tenor; sense, meaning",3.68,1.0,0.333333,0.373503,0.086698,0.0,0.0,1.0,0.0,2,1,formal
5994,legislatura,,0.474428,0.474428,0.0,0.45-0.50,1662.0,normal_vocab,noun,noun,,,,,,,,,legislature,4.11,1.0,0.333333,0.346682,0.0,0.0,0.0,0.0,0.133333,1,1,
5995,islámico,,0.474467,0.474467,0.0,0.45-0.50,3759.0,normal_vocab,adjective,adjective,,,,,,,,,islamic,3.85,1.0,0.333333,0.38287,0.0,0.0,0.0,0.0,0.053333,1,1,
5996,nalga,,0.474523,0.474523,0.0,0.45-0.50,21320.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",buttock,3.02,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
5997,prescripción,,0.474628,0.474628,0.0,0.45-0.50,7238.0,normal_vocab,noun,noun,,,,,,,,,prescription; mandate or guidance.,3.51,1.0,0.333333,0.346566,0.0,0.0,0.0,0.0,0.186667,1,1,
5998,ofensiva,,0.474655,0.474655,0.0,0.45-0.50,2603.0,normal_vocab,noun,noun,,,,,,,,,offensive,4.07,1.0,0.333333,0.271579,0.0,0.0,0.0,0.0,0.033333,1,1,
5999,supremo,,0.474757,0.474757,0.0,0.45-0.50,1088.0,normal_vocab,noun,noun,,,,,,,,,supreme,4.45,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,1,1,
6000,baca,,0.474812,0.474812,0.0,0.45-0.50,16323.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",luggage rack; laurel berry,2.97,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.0,2,2,
6001,convencional,,0.474861,0.474861,0.0,0.45-0.50,3519.0,normal_vocab,adjective,adjective,,,,,,,,,conventional,3.96,1.0,0.333333,0.349893,0.0,0.0,0.0,0.0,0.166667,1,1,
6002,estatal,,0.474932,0.474932,0.0,0.45-0.50,1390.0,normal_vocab,adjective,adjective,,,,,,,,,state (country),4.73,1.0,0.333333,0.097657,0.0,0.0,0.0,0.0,0.0,1,1,
6003,vulgar,,0.47499,0.47499,0.0,0.45-0.50,3562.0,normal_vocab,adjective,adjective,,,,,,,,,vulgar (all senses),3.78,1.0,0.333333,0.35833,0.0,0.0,0.0,0.0,0.0,1,1,
6004,lejía,,0.474993,0.474993,0.0,0.45-0.50,19629.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",lye; bleach,2.93,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.02,2,1,
6005,pérdida,,0.475008,0.475008,0.0,0.45-0.50,1096.0,normal_vocab,noun,noun,,,,,,,,,loss; leak,4.72,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.02,2,1,
6006,memorial,,0.47501,0.47501,0.0,0.45-0.50,5177.0,normal_vocab,noun,noun,,,,,,,,,memorial,3.77,1.0,0.333333,0.49649,0.0,0.0,0.0,0.0,0.033333,1,1,
6007,coral,,0.475045,0.475045,0.0,0.45-0.50,4419.0,normal_vocab,noun,noun,,,,,,,,,coral; coral vine (kennedia coccinea); coral (color),3.78,1.0,0.333333,0.427019,0.316455,0.0,0.0,0.0,0.0,5,4,
6008,manifestar,,0.475058,0.475058,0.0,0.45-0.50,2923.0,normal_vocab,verb,verb,,,,,,,,,"to manifest, reveal, display, show; to declare, express; to protest",3.72,1.0,0.333333,0.30311,0.097234,0.0,0.0,0.0,0.1,3,1,
6009,polémica,,0.475061,0.475061,0.0,0.45-0.50,2099.0,normal_vocab,noun,noun,,,,,,,,,polemic; controversy,4.25,1.0,0.333333,0.21103,0.071488,0.0,0.0,0.0,0.053333,2,1,
6010,intérprete,,0.475067,0.475067,0.0,0.45-0.50,3529.0,normal_vocab,noun,noun,,,,,,,,,interpreter (one who interprets speech in another language); performer,3.83,1.0,0.333333,0.354762,0.075833,0.0,0.0,0.0,0.12,2,1,
6011,ruptura,,0.475069,0.475069,0.0,0.45-0.50,2523.0,normal_vocab,noun,noun,,,,,,,,,rupture; breaking off; breakup,4.07,1.0,0.333333,0.253266,0.054105,0.0,0.0,0.0,0.0,2,1,
6012,patilla,,0.475084,0.475084,0.0,0.45-0.50,21246.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar","sideburn; arm, sidepiece (of glasses); watermelon",2.77,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.0,3,2,
6013,limpiador,,0.475084,0.475084,0.0,0.45-0.50,22420.0,normal_vocab,noun,noun,,,,,,,,reviewed_label,"cleaning; cleaner (cleansing product); windscreen wiper, windshield wiper",3.04,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.066667,4,3,
6014,viable,,0.475095,0.475095,0.0,0.45-0.50,4365.0,normal_vocab,adjective,adjective,,,,,,,,,viable,3.77,1.0,0.333333,0.446214,0.0,0.0,0.0,0.0,0.0,1,1,
6015,obispo,,0.475097,0.475097,0.0,0.45-0.50,1184.0,normal_vocab,noun,noun,,,,,,,,,bishop,4.42,1.0,0.333333,0.057871,0.0,0.0,0.0,0.0,0.0,1,1,
6016,proceder,,0.475116,0.475116,0.0,0.45-0.50,2244.0,normal_vocab,verb,verb,,,,,,,,,to proceed; to move onwards; to come from,3.95,1.0,0.333333,0.225709,0.116279,0.0,0.0,0.0,0.033333,4,2,
6017,salvación,,0.475153,0.475153,0.0,0.45-0.50,2966.0,normal_vocab,noun,noun,,,,,,,,,salvation,3.98,1.0,0.333333,0.290693,0.0,0.0,0.0,0.0,0.086667,1,1,
6018,defensor,,0.475272,0.475272,0.0,0.45-0.50,1889.0,normal_vocab,noun,noun,,,,,,,,,defending; defender; advocate,4.23,1.0,0.333333,0.17251,0.071669,0.0,0.0,0.0,0.033333,3,2,
6019,ahorita,,0.475279,0.475279,0.0,0.45-0.50,19082.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",later; earlier,4.06,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.0,2,1,
6020,nominar,,0.475312,0.475312,0.0,0.45-0.50,21627.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",to nominate,2.89,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
6021,competente,,0.475315,0.475315,0.0,0.45-0.50,3624.0,normal_vocab,adjective,adjective,,,,,,,,,"competent; expert, qualified",3.88,1.0,0.333333,0.360075,0.07469,0.0,0.0,0.0,0.1,2,1,
6022,comunicado,,0.475365,0.475365,0.0,0.45-0.50,1405.0,normal_vocab,noun,noun,,,,,,,,,"communiqué, statement",4.42,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.1,1,1,
6023,narrativa,,0.475394,0.475394,0.0,0.45-0.50,3631.0,normal_vocab,noun,noun,,,,,,,,,narrative; narration; storytelling; storyline,4.1,1.0,0.333333,0.361728,0.097234,0.0,0.0,0.0,0.066667,3,1,
6024,beta,,0.475412,0.475412,0.0,0.45-0.50,5695.0,normal_vocab,noun,noun,,,,,,,,,"beta; the greek letter β, β",3.86,1.0,0.333333,0.524014,0.0,0.0,0.0,0.0,0.0,1,1,
6025,alcance,,0.475415,0.475415,0.0,0.45-0.50,1112.0,normal_vocab,noun,noun,,,,,,,,,"reach, range, scope (maximum distance something can reach)",4.62,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,1,1,
6026,totalidad,,0.475512,0.475512,0.0,0.45-0.50,1378.0,normal_vocab,noun,noun,,,,,,,,,"all, whole; totality, entirety",4.33,1.0,0.333333,0.078255,0.019594,0.0,0.0,0.0,0.066667,2,1,
6027,movilidad,,0.47557,0.47557,0.0,0.45-0.50,2531.0,normal_vocab,noun,noun,,,,,,,,missing_translation,,4.07,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.066667,0,0,
6028,proposición,,0.475576,0.475576,0.0,0.45-0.50,3206.0,normal_vocab,noun,noun,,,,,,,,,proposition,3.68,1.0,0.333333,0.319946,0.0,0.0,0.0,0.0,0.153333,1,1,
6029,literario,,0.475605,0.475605,0.0,0.45-0.50,2366.0,normal_vocab,adjective,adjective,,,,,,,,,literary,4.11,1.0,0.333333,0.230431,0.0,0.0,0.0,0.0,0.066667,1,1,
6030,juzgado,,0.475643,0.475643,0.0,0.45-0.50,1678.0,normal_vocab,noun,noun,,,,,,,,,"a court of law with a judge; a place for adjudicated individuals; judicate (e.g., the sardinian judicates), judgedom, judicature",4.28,1.0,0.333333,0.030702,0.016875,0.0,0.0,0.0,0.0,3,1,
6031,referente,,0.47571,0.47571,0.0,0.45-0.50,2234.0,normal_vocab,noun,noun,,,,,,,,,"referring; referent; role model, idol, inspiration (someone to look up to and emulate)",4.23,1.0,0.333333,0.2113,0.177065,0.0,0.0,0.0,0.066667,3,2,
6032,estampilla,,0.475718,0.475718,0.0,0.45-0.50,21038.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",postage stamp,2.85,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.1,1,1,
6033,hidalgo,,0.475726,0.475726,0.0,0.45-0.50,3223.0,normal_vocab,noun,noun,,,,,,,,,"noble; noble, nobleman; drinking an entire glass of alcohol in one big gulp; to chug",4.12,1.0,0.333333,0.340562,0.375513,0.0,0.0,0.0,0.0,7,4,
6034,hepatitis,,0.475741,0.475741,0.0,0.45-0.50,8419.0,normal_vocab,noun,noun,,,,,,,,,hepatitis,3.45,1.0,0.333333,0.386579,0.0,0.0,0.0,0.0,0.066667,1,1,
6035,externo,,0.47578,0.47578,0.0,0.45-0.50,2312.0,normal_vocab,adjective,adjective,,,,,,,,,external,4.04,1.0,0.333333,0.231216,0.0,0.0,0.0,0.0,0.0,1,1,
6036,eficiencia,,0.475819,0.475819,0.0,0.45-0.50,2406.0,normal_vocab,noun,noun,,,,,,,,,efficiency,4.15,1.0,0.333333,0.239821,0.0,0.0,0.0,0.0,0.1,1,1,
6037,provisión,,0.475967,0.475967,0.0,0.45-0.50,5412.0,normal_vocab,noun,noun,,,,,,,,,"provision; provisions, supplies",3.65,1.0,0.333333,0.49194,0.086698,0.0,0.0,0.0,0.086667,2,1,
6038,adquisición,,0.475996,0.475996,0.0,0.45-0.50,2494.0,normal_vocab,noun,noun,,,,,,,,,procurement; acquisition,4.16,1.0,0.333333,0.251063,0.0,0.0,0.0,0.0,0.153333,1,1,
6039,tecnológico,,0.476034,0.476034,0.0,0.45-0.50,2595.0,normal_vocab,adjective,adjective,,,,,,,,,"technological (of, relating to, or involving technology)",4.14,1.0,0.333333,0.259645,0.0,0.0,0.0,0.0,0.153333,1,1,
6040,prestigio,,0.47604,0.47604,0.0,0.45-0.50,2284.0,normal_vocab,noun,noun,,,,,,,,,"prestige, standing, (good) reputation, good name; cachet",4.09,1.0,0.333333,0.226739,0.046436,0.0,0.0,0.0,0.066667,2,1,
6041,célula,,0.476114,0.476114,0.0,0.45-0.50,3315.0,normal_vocab,noun,noun,,,,,,,,,cell (the basic unit of a living organism); cell (a small group of people forming part of a larger organization),3.78,1.0,0.333333,0.246543,0.041067,0.0,0.0,0.0,0.02,2,1,
6042,sentimental,,0.476176,0.476176,0.0,0.45-0.50,4249.0,normal_vocab,adjective,adjective,,,,,,,,,sentimental,3.91,1.0,0.333333,0.391127,0.0,0.0,0.0,0.0,0.133333,1,1,
6043,tico,,0.476244,0.476244,0.0,0.45-0.50,14789.0,normal_vocab,noun,noun,,,,,,,,missing_translation,,3.22,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
6044,sake,,0.476252,0.476252,0.0,0.45-0.50,15851.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",sake (japanese rice wine),3.06,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
6045,jurado,,0.476329,0.476329,0.0,0.45-0.50,1616.0,normal_vocab,noun,noun,,,,,,,,,"sworn in; juror, juryman, juryperson (member of a jury [sense 1]); judge (member of a jury [sense 2]; officiator of a competitive event)",4.41,1.0,0.333333,0.125417,0.076409,0.0,0.0,0.0,0.0,4,3,
6046,diego,,0.476366,0.476366,0.0,0.45-0.50,988.0,normal_vocab,noun,noun,,,,,,,,,a male given name,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,
6047,agresión,,0.476455,0.476455,0.0,0.45-0.50,3342.0,normal_vocab,noun,noun,,,,,,,,,aggression (the act of initiating hostilities); aggression (hostile or destructive behavior or actions),4.14,1.0,0.333333,0.31918,0.061348,0.0,0.0,0.0,0.053333,2,1,
6048,marroquín,,0.476492,0.476492,0.0,0.45-0.50,17876.0,normal_vocab,noun,noun,,,,,,,,missing_translation,,2.88,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.086667,0,0,
6049,diámetro,,0.476552,0.476552,0.0,0.45-0.50,2757.0,normal_vocab,noun,noun,,,,,,,,,diameter,4.0,1.0,0.333333,0.256351,0.0,0.0,0.0,0.0,0.053333,1,1,
6050,choclo,,0.47657,0.47657,0.0,0.45-0.50,17039.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",corncob; corn (cereal plant),2.85,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.0,2,1,
6051,experimentar,,0.476609,0.476609,0.0,0.45-0.50,4030.0,normal_vocab,verb,verb,,,,,,,,,to experiment; to experience; to feel,3.91,1.0,0.333333,0.368903,0.104539,0.0,0.0,0.0,0.166667,3,1,
6052,déficit,,0.476699,0.476699,0.0,0.45-0.50,2030.0,normal_vocab,noun,noun,,,,,,,,,deficit; shortage,4.18,1.0,0.333333,0.480495,0.086698,0.0,0.0,0.0,0.02,2,1,
6053,funcionario,,0.476773,0.476773,0.0,0.45-0.50,2526.0,normal_vocab,noun,noun,,,,,,,,,"official, public official; officeholder",4.36,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.133333,2,1,
6054,limitación,,0.476775,0.476775,0.0,0.45-0.50,3590.0,normal_vocab,noun,noun,,,,,,,,,limitation; constraint,3.8,1.0,0.333333,0.33256,0.063883,0.0,0.0,0.0,0.12,2,1,
6055,manija,,0.476845,0.476845,0.0,0.45-0.50,20356.0,normal_vocab,noun,noun,,,,,,,,missing_translation,,3.39,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
6056,cerebral,,0.47685,0.47685,0.0,0.45-0.50,4114.0,normal_vocab,adjective,adjective,,,,,,,,,cerebral,4.05,1.0,0.333333,0.383774,0.0,0.0,0.0,0.0,0.033333,1,1,
6057,archipiélago,,0.476858,0.476858,0.0,0.45-0.50,3260.0,normal_vocab,noun,noun,,,,,,,,,archipelago,3.71,1.0,0.333333,0.335401,0.0,0.0,0.0,0.0,0.186667,1,1,
6058,vulnerable,,0.476883,0.476883,0.0,0.45-0.50,6086.0,normal_vocab,adjective,adjective,,,,,,,,,vulnerable,3.85,1.0,0.333333,0.509237,0.0,0.0,0.0,0.0,0.1,1,1,
6059,realismo,,0.476914,0.476914,0.0,0.45-0.50,3489.0,normal_vocab,noun,noun,,,,,,,,,realism (concern for fact or reality); realism,3.75,1.0,0.333333,0.33403,0.071488,0.0,0.0,0.0,0.033333,2,1,
6060,exportación,,0.476971,0.476971,0.0,0.45-0.50,2344.0,normal_vocab,noun,noun,,,,,,,,,"exportation, export",4.12,1.0,0.333333,0.214077,0.0,0.0,0.0,0.0,0.153333,1,1,
6061,sobrar,,0.476972,0.476972,0.0,0.45-0.50,23253.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",to be superfluous; to be left over or extra,2.51,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.0,1,1,
6062,aportar,,0.477008,0.477008,0.0,0.45-0.50,2853.0,normal_vocab,verb,verb,,,,,,,,,to contribute; to provide; to give; to bring,4.15,1.0,0.333333,0.149529,0.048949,0.0,0.0,0.0,0.0,4,1,
6063,controversia,,0.477082,0.477082,0.0,0.45-0.50,3340.0,normal_vocab,noun,noun,,,,,,,,,controversy,4.0,1.0,0.333333,0.316197,0.0,0.0,0.0,0.0,0.166667,1,1,
6064,abundancia,,0.477089,0.477089,0.0,0.45-0.50,2658.0,normal_vocab,noun,noun,,,,,,,,,abundance,3.92,1.0,0.333333,0.252121,0.0,0.0,0.0,0.0,0.1,1,1,
6065,legalidad,,0.477105,0.477105,0.0,0.45-0.50,3534.0,normal_vocab,noun,noun,,,,,,,,,legality,3.94,1.0,0.333333,0.089136,0.0,0.0,0.0,0.0,0.066667,1,1,
6066,corporal,,0.477105,0.477105,0.0,0.45-0.50,3902.0,normal_vocab,adjective,adjective,,,,,,,,,body; corporal; bodywide or systemic; corporal (linen cloth),3.96,1.0,0.333333,0.365122,0.209494,0.0,0.0,0.0,0.033333,3,2,
6067,ruina,,0.477139,0.477139,0.0,0.45-0.50,3569.0,normal_vocab,noun,noun,,,,,,,,,"ruin, decay, wreck (also figurative); decline, downfall; ruins",3.83,1.0,0.333333,0.337947,0.097234,0.0,0.0,0.0,0.0,3,1,
6068,táctica,,0.477167,0.477167,0.0,0.45-0.50,4103.0,normal_vocab,noun,noun,,,,,,,,,tactic; tactics,3.92,1.0,0.333333,0.380422,0.069148,0.0,0.0,0.0,0.02,2,1,
6069,enfurecer,,0.477189,0.477189,0.0,0.45-0.50,22894.0,normal_vocab,other,other,,,,,,,,"pos_other,function_or_grammar",to infuriate (to make furious); to become furious,2.44,1.0,0.333333,0.0,0.0,0.65,1.0,0.0,0.066667,2,1,
6070,condena,,0.477207,0.477207,0.0,0.45-0.50,1658.0,normal_vocab,noun,noun,,,,,,,,,"sentence, punishment",4.34,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,1,1,
6071,moca,,0.477374,0.477374,0.0,0.45-0.50,19432.0,normal_vocab,noun,noun,,,,,,,,missing_translation,,2.84,1.0,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
